date,time,elevation
2023-05-18,6:00,1.941
2023-05-18,6:15,1.989
2023-05-18,6:30,2.054
2023-05-18,6:45,2.149
2023-05-18,7:00,2.286
2023-05-18,7:15,2.457
2023-05-18,7:30,2.647
2023-05-18,7:45,2.859
2023-05-18,8:00,3.071
2023-05-18,8:15,3.29
2023-05-18,8:30,3.513
2023-05-18,8:45,3.727
2023-05-18,9:00,3.92
2023-05-18,9:15,4.091
2023-05-18,9:30,4.216
2023-05-18,9:45,4.305
2023-05-18,10:00,4.358
2023-05-18,10:15,4.381
2023-05-18,10:30,4.367
2023-05-18,10:45,4.316
2023-05-18,11:00,4.245
2023-05-18,11:15,4.175
2023-05-18,11:30,4.12
2023-05-18,11:45,4.09
2023-05-18,12:00,4.064
2023-05-18,12:15,4.013
2023-05-18,12:30,3.896
2023-05-18,12:45,3.706
2023-05-18,13:00,3.461
2023-05-18,13:15,3.181
2023-05-18,13:30,2.877
2023-05-18,13:45,2.555
2023-05-18,14:00,2.228
2023-05-18,14:15,1.894
2023-05-18,14:30,1.576
2023-05-18,14:45,1.29
2023-05-18,15:00,1.05
2023-05-18,15:15,0.882
2023-05-18,15:30,0.816
2023-05-18,15:45,0.822
2023-05-18,16:00,0.882
2023-05-18,16:15,0.994
2023-05-18,16:30,1.13
2023-05-18,16:45,1.288
2023-05-18,17:00,1.449
2023-05-18,17:15,1.599
2023-05-18,17:30,1.739
2023-05-18,17:45,1.856
2023-05-18,18:00,1.949
2023-05-18,18:15,2.021
2023-05-18,18:30,2.075
2023-05-18,18:45,2.131
2023-05-18,19:00,2.22
2023-05-18,19:15,2.343
2023-05-18,19:30,2.504
2023-05-18,19:45,2.694
2023-05-18,20:00,2.9
2023-05-18,20:15,3.105
2023-05-18,20:30,3.325
2023-05-18,20:45,3.554
2023-05-18,21:00,3.777
2023-05-18,21:15,3.996
2023-05-18,21:30,4.193
2023-05-18,21:45,4.359
2023-05-18,22:00,4.479
2023-05-18,22:15,4.565
2023-05-18,22:30,4.621
2023-05-18,22:45,4.639
2023-05-18,23:00,4.606
2023-05-18,23:15,4.542
2023-05-18,23:30,4.461
2023-05-18,23:45,4.401
2023-05-19,0:00,4.36
2023-05-19,0:15,4.333
2023-05-19,0:30,4.289
2023-05-19,0:45,4.187
2023-05-19,1:00,4.008
2023-05-19,1:15,3.766
2023-05-19,1:30,3.486
2023-05-19,1:45,3.178
2023-05-19,2:00,2.847
2023-05-19,2:15,2.5
2023-05-19,2:30,2.138
2023-05-19,2:45,1.783
2023-05-19,3:00,1.441
2023-05-19,3:15,1.147
2023-05-19,3:30,0.907
2023-05-19,3:45,0.778
2023-05-19,4:00,0.754
2023-05-19,4:15,0.779
2023-05-19,4:30,0.857
2023-05-19,4:45,0.981
2023-05-19,5:00,1.151
2023-05-19,5:15,1.332
2023-05-19,5:30,1.493
2023-05-19,5:45,1.639
2023-05-19,6:00,1.764
2023-05-19,6:15,1.868
2023-05-19,6:30,1.949
2023-05-19,6:45,1.997
2023-05-19,7:00,2.044
2023-05-19,7:15,2.107
2023-05-19,7:30,2.204
2023-05-19,7:45,2.343
2023-05-19,8:00,2.516
2023-05-19,8:15,2.716
2023-05-19,8:30,2.93
2023-05-19,8:45,3.146
2023-05-19,9:00,3.373
2023-05-19,9:15,3.596
2023-05-19,9:30,3.814
2023-05-19,9:45,4.005
2023-05-19,10:00,4.163
2023-05-19,10:15,4.277
2023-05-19,10:30,4.355
2023-05-19,10:45,4.394
2023-05-19,11:00,4.414
2023-05-19,11:15,4.405
2023-05-19,11:30,4.366
2023-05-19,11:45,4.305
2023-05-19,12:00,4.237
2023-05-19,12:15,4.188
2023-05-19,12:30,4.16
2023-05-19,12:45,4.139
2023-05-19,13:00,4.092
2023-05-19,13:15,3.974
2023-05-19,13:30,3.771
2023-05-19,13:45,3.503
2023-05-19,14:00,3.201
2023-05-19,14:15,2.873
2023-05-19,14:30,2.535
2023-05-19,14:45,2.184
2023-05-19,15:00,1.833
2023-05-19,15:15,1.502
2023-05-19,15:30,1.199
2023-05-19,15:45,0.952
2023-05-19,16:00,0.798
2023-05-19,16:15,0.764
2023-05-19,16:30,0.792
2023-05-19,16:45,0.876
2023-05-19,17:00,1.015
2023-05-19,17:15,1.173
2023-05-19,17:30,1.342
2023-05-19,17:45,1.509
2023-05-19,18:00,1.661
2023-05-19,18:15,1.803
2023-05-19,18:30,1.916
2023-05-19,18:45,2
2023-05-19,19:00,2.06
2023-05-19,19:15,2.111
2023-05-19,19:30,2.174
2023-05-19,19:45,2.274
2023-05-19,20:00,2.404
2023-05-19,20:15,2.574
2023-05-19,20:30,2.768
2023-05-19,20:45,2.967
2023-05-19,21:00,3.185
2023-05-19,21:15,3.404
2023-05-19,21:30,3.63
2023-05-19,21:45,3.857
2023-05-19,22:00,4.058
2023-05-19,22:15,4.247
2023-05-19,22:30,4.393
2023-05-19,22:45,4.492
2023-05-19,23:00,4.56
2023-05-19,23:15,4.599
2023-05-19,23:30,4.6
2023-05-19,23:45,4.558
2023-05-20,0:00,4.487
2023-05-20,0:15,4.408
2023-05-20,0:30,4.349
2023-05-20,0:45,4.311
2023-05-20,1:00,4.286
2023-05-20,1:15,4.235
2023-05-20,1:30,4.118
2023-05-20,1:45,3.915
2023-05-20,2:00,3.652
2023-05-20,2:15,3.345
2023-05-20,2:30,3.017
2023-05-20,2:45,2.668
2023-05-20,3:00,2.304
2023-05-20,3:15,1.937
2023-05-20,3:30,1.573
2023-05-20,3:45,1.246
2023-05-20,4:00,0.962
2023-05-20,4:15,0.756
2023-05-20,4:30,0.681
2023-05-20,4:45,0.677
2023-05-20,5:00,0.726
2023-05-20,5:15,0.826
2023-05-20,5:30,0.974
2023-05-20,5:45,1.163
2023-05-20,6:00,1.343
2023-05-20,6:15,1.502
2023-05-20,6:30,1.642
2023-05-20,6:45,1.755
2023-05-20,7:00,1.847
2023-05-20,7:15,1.916
2023-05-20,7:30,1.962
2023-05-20,7:45,2.019
2023-05-20,8:00,2.09
2023-05-20,8:15,2.202
2023-05-20,8:30,2.353
2023-05-20,8:45,2.536
2023-05-20,9:00,2.739
2023-05-20,9:15,2.955
2023-05-20,9:30,3.174
2023-05-20,9:45,3.401
2023-05-20,10:00,3.62
2023-05-20,10:15,3.833
2023-05-20,10:30,4.015
2023-05-20,10:45,4.156
2023-05-20,11:00,4.263
2023-05-20,11:15,4.33
2023-05-20,11:30,4.378
2023-05-20,11:45,4.397
2023-05-20,12:00,4.392
2023-05-20,12:15,4.351
2023-05-20,12:30,4.288
2023-05-20,12:45,4.225
2023-05-20,13:00,4.182
2023-05-20,13:15,4.159
2023-05-20,13:30,4.137
2023-05-20,13:45,4.074
2023-05-20,14:00,3.929
2023-05-20,14:15,3.701
2023-05-20,14:30,3.418
2023-05-20,14:45,3.108
2023-05-20,15:00,2.774
2023-05-20,15:15,2.433
2023-05-20,15:30,2.082
2023-05-20,15:45,1.741
2023-05-20,16:00,1.429
2023-05-20,16:15,1.159
2023-05-20,16:30,0.946
2023-05-20,16:45,0.839
2023-05-20,17:00,0.836
2023-05-20,17:15,0.887
2023-05-20,17:30,0.992
2023-05-20,17:45,1.136
2023-05-20,18:00,1.303
2023-05-20,18:15,1.471
2023-05-20,18:30,1.628
2023-05-20,18:45,1.771
2023-05-20,19:00,1.903
2023-05-20,19:15,2.005
2023-05-20,19:30,2.087
2023-05-20,19:45,2.144
2023-05-20,20:00,2.194
2023-05-20,20:15,2.263
2023-05-20,20:30,2.37
2023-05-20,20:45,2.519
2023-05-20,21:00,2.697
2023-05-20,21:15,2.897
2023-05-20,21:30,3.105
2023-05-20,21:45,3.32
2023-05-20,22:00,3.545
2023-05-20,22:15,3.768
2023-05-20,22:30,3.972
2023-05-20,22:45,4.174
2023-05-20,23:00,4.326
2023-05-20,23:15,4.445
2023-05-20,23:30,4.524
2023-05-20,23:45,4.573
2023-05-21,0:00,4.592
2023-05-21,0:15,4.574
2023-05-21,0:30,4.515
2023-05-21,0:45,4.436
2023-05-21,1:00,4.364
2023-05-21,1:15,4.313
2023-05-21,1:30,4.283
2023-05-21,1:45,4.25
2023-05-21,2:00,4.175
2023-05-21,2:15,4.021
2023-05-21,2:30,3.788
2023-05-21,2:45,3.509
2023-05-21,3:00,3.198
2023-05-21,3:15,2.861
2023-05-21,3:30,2.515
2023-05-21,3:45,2.157
2023-05-21,4:00,1.802
2023-05-21,4:15,1.463
2023-05-21,4:30,1.164
2023-05-21,4:45,0.921
2023-05-21,5:00,0.778
2023-05-21,5:15,0.748
2023-05-21,5:30,0.761
2023-05-21,5:45,0.829
2023-05-21,6:00,0.951
2023-05-21,6:15,1.114
2023-05-21,6:30,1.293
2023-05-21,6:45,1.461
2023-05-21,7:00,1.609
2023-05-21,7:15,1.736
2023-05-21,7:30,1.836
2023-05-21,7:45,1.923
2023-05-21,8:00,1.976
2023-05-21,8:15,2.017
2023-05-21,8:30,2.074
2023-05-21,8:45,2.162
2023-05-21,9:00,2.29
2023-05-21,9:15,2.458
2023-05-21,9:30,2.65
2023-05-21,9:45,2.859
2023-05-21,10:00,3.071
2023-05-21,10:15,3.293
2023-05-21,10:30,3.516
2023-05-21,10:45,3.732
2023-05-21,11:00,3.94
2023-05-21,11:15,4.108
2023-05-21,11:30,4.243
2023-05-21,11:45,4.336
2023-05-21,12:00,4.403
2023-05-21,12:15,4.447
2023-05-21,12:30,4.462
2023-05-21,12:45,4.446
2023-05-21,13:00,4.396
2023-05-21,13:15,4.326
2023-05-21,13:30,4.275
2023-05-21,13:45,4.249
2023-05-21,14:00,4.231
2023-05-21,14:15,4.193
2023-05-21,14:30,4.089
2023-05-21,14:45,3.897
2023-05-21,15:00,3.644
2023-05-21,15:15,3.355
2023-05-21,15:30,3.044
2023-05-21,15:45,2.718
2023-05-21,16:00,2.389
2023-05-21,16:15,2.047
2023-05-21,16:30,1.738
2023-05-21,16:45,1.462
2023-05-21,17:00,1.234
2023-05-21,17:15,1.076
2023-05-21,17:30,1.01
2023-05-21,17:45,1.039
2023-05-21,18:00,1.125
2023-05-21,18:15,1.259
2023-05-21,18:30,1.406
2023-05-21,18:45,1.558
2023-05-21,19:00,1.704
2023-05-21,19:15,1.841
2023-05-21,19:30,1.969
2023-05-21,19:45,2.079
2023-05-21,20:00,2.158
2023-05-21,20:15,2.22
2023-05-21,20:30,2.261
2023-05-21,20:45,2.317
2023-05-21,21:00,2.396
2023-05-21,21:15,2.524
2023-05-21,21:30,2.682
2023-05-21,21:45,2.866
2023-05-21,22:00,3.062
2023-05-21,22:15,3.27
2023-05-21,22:30,3.478
2023-05-21,22:45,3.688
2023-05-21,23:00,3.897
2023-05-21,23:15,4.085
2023-05-21,23:30,4.245
2023-05-21,23:45,4.36
2023-05-22,0:00,4.447
2023-05-22,0:15,4.512
2023-05-22,0:30,4.548
2023-05-22,0:45,4.55
2023-05-22,1:00,4.51
2023-05-22,1:15,4.436
2023-05-22,1:30,4.359
2023-05-22,1:45,4.298
2023-05-22,2:00,4.26
2023-05-22,2:15,4.227
2023-05-22,2:30,4.167
2023-05-22,2:45,4.042
2023-05-22,3:00,3.841
2023-05-22,3:15,3.586
2023-05-22,3:30,3.301
2023-05-22,3:45,2.99
2023-05-22,4:00,2.671
2023-05-22,4:15,2.339
2023-05-22,4:30,2.009
2023-05-22,4:45,1.686
2023-05-22,5:00,1.399
2023-05-22,5:15,1.159
2023-05-22,5:30,0.983
2023-05-22,5:45,0.912
2023-05-22,6:00,0.924
2023-05-22,6:15,0.981
2023-05-22,6:30,1.082
2023-05-22,6:45,1.202
2023-05-22,7:00,1.343
2023-05-22,7:15,1.493
2023-05-22,7:30,1.634
2023-05-22,7:45,1.763
2023-05-22,8:00,1.874
2023-05-22,8:15,1.956
2023-05-22,8:30,2.016
2023-05-22,8:45,2.055
2023-05-22,9:00,2.098
2023-05-22,9:15,2.17
2023-05-22,9:30,2.278
2023-05-22,9:45,2.427
2023-05-22,10:00,2.605
2023-05-22,10:15,2.8
2023-05-22,10:30,3.008
2023-05-22,10:45,3.215
2023-05-22,11:00,3.429
2023-05-22,11:15,3.645
2023-05-22,11:30,3.845
2023-05-22,11:45,4.018
2023-05-22,12:00,4.166
2023-05-22,12:15,4.279
2023-05-22,12:30,4.363
2023-05-22,12:45,4.424
2023-05-22,13:00,4.451
2023-05-22,13:15,4.441
2023-05-22,13:30,4.397
2023-05-22,13:45,4.334
2023-05-22,14:00,4.284
2023-05-22,14:15,4.249
2023-05-22,14:30,4.233
2023-05-22,14:45,4.201
2023-05-22,15:00,4.118
2023-05-22,15:15,3.959
2023-05-22,15:30,3.738
2023-05-22,15:45,3.477
2023-05-22,16:00,3.193
2023-05-22,16:15,2.889
2023-05-22,16:30,2.578
2023-05-22,16:45,2.263
2023-05-22,17:00,1.954
2023-05-22,17:15,1.675
2023-05-22,17:30,1.441
2023-05-22,17:45,1.261
2023-05-22,18:00,1.156
2023-05-22,18:15,1.149
2023-05-22,18:30,1.222
2023-05-22,18:45,1.324
2023-05-22,19:00,1.45
2023-05-22,19:15,1.573
2023-05-22,19:30,1.701
2023-05-22,19:45,1.832
2023-05-22,20:00,1.949
2023-05-22,20:15,2.051
2023-05-22,20:30,2.137
2023-05-22,20:45,2.195
2023-05-22,21:00,2.236
2023-05-22,21:15,2.28
2023-05-22,21:30,2.347
2023-05-22,21:45,2.45
2023-05-22,22:00,2.59
2023-05-22,22:15,2.76
2023-05-22,22:30,2.944
2023-05-22,22:45,3.137
2023-05-22,23:00,3.326
2023-05-22,23:15,3.528
2023-05-22,23:30,3.725
2023-05-22,23:45,3.902
2023-05-23,0:00,4.07
2023-05-23,0:15,4.201
2023-05-23,0:30,4.294
2023-05-23,0:45,4.366
2023-05-23,1:00,4.412
2023-05-23,1:15,4.428
2023-05-23,1:30,4.41
2023-05-23,1:45,4.361
2023-05-23,2:00,4.297
2023-05-23,2:15,4.244
2023-05-23,2:30,4.2
2023-05-23,2:45,4.167
2023-05-23,3:00,4.115
2023-05-23,3:15,4.013
2023-05-23,3:30,3.844
2023-05-23,3:45,3.616
2023-05-23,4:00,3.359
2023-05-23,4:15,3.076
2023-05-23,4:30,2.775
2023-05-23,4:45,2.467
2023-05-23,5:00,2.148
2023-05-23,5:15,1.842
2023-05-23,5:30,1.552
2023-05-23,5:45,1.31
2023-05-23,6:00,1.127
2023-05-23,6:15,1.025
2023-05-23,6:30,1.01
2023-05-23,6:45,1.047
2023-05-23,7:00,1.118
2023-05-23,7:15,1.231
2023-05-23,7:30,1.361
2023-05-23,7:45,1.502
2023-05-23,8:00,1.637
2023-05-23,8:15,1.757
2023-05-23,8:30,1.866
2023-05-23,8:45,1.961
2023-05-23,9:00,2.032
2023-05-23,9:15,2.089
2023-05-23,9:30,2.127
2023-05-23,9:45,2.184
2023-05-23,10:00,2.27
2023-05-23,10:15,2.388
2023-05-23,10:30,2.534
2023-05-23,10:45,2.702
2023-05-23,11:00,2.889
2023-05-23,11:15,3.072
2023-05-23,11:30,3.267
2023-05-23,11:45,3.463
2023-05-23,12:00,3.657
2023-05-23,12:15,3.834
2023-05-23,12:30,3.978
2023-05-23,12:45,4.098
2023-05-23,13:00,4.197
2023-05-23,13:15,4.268
2023-05-23,13:30,4.315
2023-05-23,13:45,4.335
2023-05-23,14:00,4.332
2023-05-23,14:15,4.304
2023-05-23,14:30,4.267
2023-05-23,14:45,4.231
2023-05-23,15:00,4.207
2023-05-23,15:15,4.177
2023-05-23,15:30,4.124
2023-05-23,15:45,4.013
2023-05-23,16:00,3.839
2023-05-23,16:15,3.614
2023-05-23,16:30,3.355
2023-05-23,16:45,3.077
2023-05-23,17:00,2.785
2023-05-23,17:15,2.488
2023-05-23,17:30,2.194
2023-05-23,17:45,1.919
2023-05-23,18:00,1.674
2023-05-23,18:15,1.475
2023-05-23,18:30,1.342
2023-05-23,18:45,1.285
2023-05-23,19:00,1.311
2023-05-23,19:15,1.387
2023-05-23,19:30,1.483
2023-05-23,19:45,1.59
2023-05-23,20:00,1.686
2023-05-23,20:15,1.795
2023-05-23,20:30,1.907
2023-05-23,20:45,2.006
2023-05-23,21:00,2.093
2023-05-23,21:15,2.167
2023-05-23,21:30,2.221
2023-05-23,21:45,2.265
2023-05-23,22:00,2.318
2023-05-23,22:15,2.392
2023-05-23,22:30,2.496
2023-05-23,22:45,2.633
2023-05-23,23:00,2.79
2023-05-23,23:15,2.958
2023-05-23,23:30,3.129
2023-05-23,23:45,3.294
2023-05-24,0:00,3.466
2023-05-24,0:15,3.629
2023-05-24,0:30,3.776
2023-05-24,0:45,3.91
2023-05-24,1:00,4.015
2023-05-24,1:15,4.092
2023-05-24,1:30,4.142
2023-05-24,1:45,4.162
2023-05-24,2:00,4.15
2023-05-24,2:15,4.11
2023-05-24,2:30,4.052
2023-05-24,2:45,3.993
2023-05-24,3:00,3.943
2023-05-24,3:15,3.904
2023-05-24,3:30,3.862
2023-05-24,3:45,3.796
2023-05-24,4:00,3.68
2023-05-24,4:15,3.509
2023-05-24,4:30,3.293
2023-05-24,4:45,3.05
2023-05-24,5:00,2.788
2023-05-24,5:15,2.518
2023-05-24,5:30,2.236
2023-05-24,5:45,1.968
2023-05-24,6:00,1.711
2023-05-24,6:15,1.487
2023-05-24,6:30,1.301
2023-05-24,6:45,1.176
2023-05-24,7:00,1.125
2023-05-24,7:15,1.144
2023-05-24,7:30,1.205
2023-05-24,7:45,1.295
2023-05-24,8:00,1.396
2023-05-24,8:15,1.503
2023-05-24,8:30,1.61
2023-05-24,8:45,1.713
2023-05-24,9:00,1.806
2023-05-24,9:15,1.891
2023-05-24,9:30,1.957
2023-05-24,9:45,2.005
2023-05-24,10:00,2.046
2023-05-24,10:15,2.095
2023-05-24,10:30,2.169
2023-05-24,10:45,2.28
2023-05-24,11:00,2.422
2023-05-24,11:15,2.582
2023-05-24,11:30,2.756
2023-05-24,11:45,2.928
2023-05-24,12:00,3.108
2023-05-24,12:15,3.29
2023-05-24,12:30,3.474
2023-05-24,12:45,3.654
2023-05-24,13:00,3.811
2023-05-24,13:15,3.951
2023-05-24,13:30,4.058
2023-05-24,13:45,4.14
2023-05-24,14:00,4.195
2023-05-24,14:15,4.224
2023-05-24,14:30,4.22
2023-05-24,14:45,4.195
2023-05-24,15:00,4.158
2023-05-24,15:15,4.127
2023-05-24,15:30,4.104
2023-05-24,15:45,4.083
2023-05-24,16:00,4.037
2023-05-24,16:15,3.947
2023-05-24,16:30,3.799
2023-05-24,16:45,3.604
2023-05-24,17:00,3.379
2023-05-24,17:15,3.136
2023-05-24,17:30,2.886
2023-05-24,17:45,2.633
2023-05-24,18:00,2.374
2023-05-24,18:15,2.133
2023-05-24,18:30,1.913
2023-05-24,18:45,1.726
2023-05-24,19:00,1.593
2023-05-24,19:15,1.526
2023-05-24,19:30,1.53
2023-05-24,19:45,1.579
2023-05-24,20:00,1.656
2023-05-24,20:15,1.738
2023-05-24,20:30,1.823
2023-05-24,20:45,1.903
2023-05-24,21:00,1.984
2023-05-24,21:15,2.059
2023-05-24,21:30,2.127
2023-05-24,21:45,2.18
2023-05-24,22:00,2.229
2023-05-24,22:15,2.27
2023-05-24,22:30,2.317
2023-05-24,22:45,2.384
2023-05-24,23:00,2.479
2023-05-24,23:15,2.601
2023-05-24,23:30,2.742
2023-05-24,23:45,2.892
2023-05-25,0:00,3.046
2023-05-25,0:15,3.2
2023-05-25,0:30,3.357
2023-05-25,0:45,3.509
2023-05-25,1:00,3.656
2023-05-25,1:15,3.781
2023-05-25,1:30,3.894
2023-05-25,1:45,3.979
2023-05-25,2:00,4.036
2023-05-25,2:15,4.07
2023-05-25,2:30,4.067
2023-05-25,2:45,4.039
2023-05-25,3:00,3.994
2023-05-25,3:15,3.94
2023-05-25,3:30,3.894
2023-05-25,3:45,3.852
2023-05-25,4:00,3.809
2023-05-25,4:15,3.745
2023-05-25,4:30,3.65
2023-05-25,4:45,3.509
2023-05-25,5:00,3.324
2023-05-25,5:15,3.118
2023-05-25,5:30,2.893
2023-05-25,5:45,2.658
2023-05-25,6:00,2.419
2023-05-25,6:15,2.181
2023-05-25,6:30,1.953
2023-05-25,6:45,1.743
2023-05-25,7:00,1.565
2023-05-25,7:15,1.43
2023-05-25,7:30,1.348
2023-05-25,7:45,1.333
2023-05-25,8:00,1.361
2023-05-25,8:15,1.418
2023-05-25,8:30,1.488
2023-05-25,8:45,1.566
2023-05-25,9:00,1.646
2023-05-25,9:15,1.728
2023-05-25,9:30,1.803
2023-05-25,9:45,1.873
2023-05-25,10:00,1.939
2023-05-25,10:15,1.992
2023-05-25,10:30,2.046
2023-05-25,10:45,2.097
2023-05-25,11:00,2.162
2023-05-25,11:15,2.238
2023-05-25,11:30,2.339
2023-05-25,11:45,2.469
2023-05-25,12:00,2.61
2023-05-25,12:15,2.767
2023-05-25,12:30,2.922
2023-05-25,12:45,3.072
2023-05-25,13:00,3.222
2023-05-25,13:15,3.37
2023-05-25,13:30,3.514
2023-05-25,13:45,3.647
2023-05-25,14:00,3.769
2023-05-25,14:15,3.869
2023-05-25,14:30,3.946
2023-05-25,14:45,3.989
2023-05-25,15:00,4.013
2023-05-25,15:15,4.014
2023-05-25,15:30,4
2023-05-25,15:45,3.982
2023-05-25,16:00,3.967
2023-05-25,16:15,3.949
2023-05-25,16:30,3.918
2023-05-25,16:45,3.86
2023-05-25,17:00,3.759
2023-05-25,17:15,3.619
2023-05-25,17:30,3.45
2023-05-25,17:45,3.258
2023-05-25,18:00,3.055
2023-05-25,18:15,2.84
2023-05-25,18:30,2.62
2023-05-25,18:45,2.407
2023-05-25,19:00,2.201
2023-05-25,19:15,2.014
2023-05-25,19:30,1.862
2023-05-25,19:45,1.751
2023-05-25,20:00,1.685
2023-05-25,20:15,1.67
2023-05-25,20:30,1.706
2023-05-25,20:45,1.767
2023-05-25,21:00,1.837
2023-05-25,21:15,1.914
2023-05-25,21:30,1.978
2023-05-25,21:45,2.036
2023-05-25,22:00,2.089
2023-05-25,22:15,2.145
2023-05-25,22:30,2.196
2023-05-25,22:45,2.249
2023-05-25,23:00,2.299
2023-05-25,23:15,2.35
2023-05-25,23:30,2.408
2023-05-25,23:45,2.484
2023-05-26,0:00,2.585
2023-05-26,0:15,2.707
2023-05-26,0:30,2.841
2023-05-26,0:45,2.977
2023-05-26,1:00,3.109
2023-05-26,1:15,3.239
2023-05-26,1:30,3.364
2023-05-26,1:45,3.478
2023-05-26,2:00,3.584
2023-05-26,2:15,3.669
2023-05-26,2:30,3.732
2023-05-26,2:45,3.77
2023-05-26,3:00,3.785
2023-05-26,3:15,3.772
2023-05-26,3:30,3.747
2023-05-26,3:45,3.715
2023-05-26,4:00,3.685
2023-05-26,4:15,3.655
2023-05-26,4:30,3.623
2023-05-26,4:45,3.577
2023-05-26,5:00,3.513
2023-05-26,5:15,3.42
2023-05-26,5:30,3.293
2023-05-26,5:45,3.145
2023-05-26,6:00,2.971
2023-05-26,6:15,2.78
2023-05-26,6:30,2.577
2023-05-26,6:45,2.378
2023-05-26,7:00,2.181
2023-05-26,7:15,1.999
2023-05-26,7:30,1.832
2023-05-26,7:45,1.696
2023-05-26,8:00,1.588
2023-05-26,8:15,1.532
2023-05-26,8:30,1.521
2023-05-26,8:45,1.547
2023-05-26,9:00,1.603
2023-05-26,9:15,1.666
2023-05-26,9:30,1.732
2023-05-26,9:45,1.788
2023-05-26,10:00,1.849
2023-05-26,10:15,1.908
2023-05-26,10:30,1.969
2023-05-26,10:45,2.033
2023-05-26,11:00,2.091
2023-05-26,11:15,2.14
2023-05-26,11:30,2.186
2023-05-26,11:45,2.238
2023-05-26,12:00,2.301
2023-05-26,12:15,2.392
2023-05-26,12:30,2.503
2023-05-26,12:45,2.633
2023-05-26,13:00,2.766
2023-05-26,13:15,2.902
2023-05-26,13:30,3.033
2023-05-26,13:45,3.158
2023-05-26,14:00,3.279
2023-05-26,14:15,3.397
2023-05-26,14:30,3.507
2023-05-26,14:45,3.607
2023-05-26,15:00,3.692
2023-05-26,15:15,3.757
2023-05-26,15:30,3.805
2023-05-26,15:45,3.833
2023-05-26,16:00,3.843
2023-05-26,16:15,3.847
2023-05-26,16:30,3.842
2023-05-26,16:45,3.835
2023-05-26,17:00,3.818
2023-05-26,17:15,3.79
2023-05-26,17:30,3.736
2023-05-26,17:45,3.647
2023-05-26,18:00,3.525
2023-05-26,18:15,3.378
2023-05-26,18:30,3.209
2023-05-26,18:45,3.029
2023-05-26,19:00,2.848
2023-05-26,19:15,2.662
2023-05-26,19:30,2.484
2023-05-26,19:45,2.316
2023-05-26,20:00,2.164
2023-05-26,20:15,2.045
2023-05-26,20:30,1.952
2023-05-26,20:45,1.897
2023-05-26,21:00,1.88
2023-05-26,21:15,1.899
2023-05-26,21:30,1.941
2023-05-26,21:45,1.984
2023-05-26,22:00,2.029
2023-05-26,22:15,2.072
2023-05-26,22:30,2.11
2023-05-26,22:45,2.154
2023-05-26,23:00,2.194
2023-05-26,23:15,2.242
2023-05-26,23:30,2.289
2023-05-26,23:45,2.332
2023-05-27,0:00,2.379
2023-05-27,0:15,2.434
2023-05-27,0:30,2.501
2023-05-27,0:45,2.585
2023-05-27,1:00,2.681
2023-05-27,1:15,2.782
2023-05-27,1:30,2.887
2023-05-27,1:45,2.989
2023-05-27,2:00,3.09
2023-05-27,2:15,3.19
2023-05-27,2:30,3.282
2023-05-27,2:45,3.37
2023-05-27,3:00,3.441
2023-05-27,3:15,3.512
2023-05-27,3:30,3.559
2023-05-27,3:45,3.599
2023-05-27,4:00,3.613
2023-05-27,4:15,3.611
2023-05-27,4:30,3.585
2023-05-27,4:45,3.551
2023-05-27,5:00,3.513
2023-05-27,5:15,3.47
2023-05-27,5:30,3.425
2023-05-27,5:45,3.367
2023-05-27,6:00,3.284
2023-05-27,6:15,3.176
2023-05-27,6:30,3.048
2023-05-27,6:45,2.908
2023-05-27,7:00,2.754
2023-05-27,7:15,2.597
2023-05-27,7:30,2.432
2023-05-27,7:45,2.272
2023-05-27,8:00,2.117
2023-05-27,8:15,1.978
2023-05-27,8:30,1.859
2023-05-27,8:45,1.765
2023-05-27,9:00,1.693
2023-05-27,9:15,1.65
2023-05-27,9:30,1.644
2023-05-27,9:45,1.665
2023-05-27,10:00,1.71
2023-05-27,10:15,1.765
2023-05-27,10:30,1.821
2023-05-27,10:45,1.874
2023-05-27,11:00,1.924
2023-05-27,11:15,1.971
2023-05-27,11:30,2.018
2023-05-27,11:45,2.062
2023-05-27,12:00,2.107
2023-05-27,12:15,2.152
2023-05-27,12:30,2.206
2023-05-27,12:45,2.268
2023-05-27,13:00,2.349
2023-05-27,13:15,2.445
2023-05-27,13:30,2.552
2023-05-27,13:45,2.672
2023-05-27,14:00,2.793
2023-05-27,14:15,2.927
2023-05-27,14:30,3.052
2023-05-27,14:45,3.179
2023-05-27,15:00,3.3
2023-05-27,15:15,3.419
2023-05-27,15:30,3.524
2023-05-27,15:45,3.62
2023-05-27,16:00,3.701
2023-05-27,16:15,3.765
2023-05-27,16:30,3.816
2023-05-27,16:45,3.84
2023-05-27,17:00,3.851
2023-05-27,17:15,3.847
2023-05-27,17:30,3.837
2023-05-27,17:45,3.819
2023-05-27,18:00,3.793
2023-05-27,18:15,3.756
2023-05-27,18:30,3.693
2023-05-27,18:45,3.599
2023-05-27,19:00,3.484
2023-05-27,19:15,3.354
2023-05-27,19:30,3.211
2023-05-27,19:45,3.065
2023-05-27,20:00,2.911
2023-05-27,20:15,2.763
2023-05-27,20:30,2.614
2023-05-27,20:45,2.476
2023-05-27,21:00,2.354
2023-05-27,21:15,2.248
2023-05-27,21:30,2.171
2023-05-27,21:45,2.112
2023-05-27,22:00,2.076
2023-05-27,22:15,2.069
2023-05-27,22:30,2.076
2023-05-27,22:45,2.093
2023-05-27,23:00,2.117
